id;age;job;education;default;day_of_week;duration;campaign;previous;cons.conf.idx;euribor3m;nr.employed;class
14186;35-44;admin.;university.degree;no;mon;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14187;35-44;blue-collar;high.school;unknown;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14188;35-44;admin.;university.degree;no;mon;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14189;35-44;blue-collar;basic.9y;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14190;45-54;admin.;basic.9y;no;mon;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14191;45-54;blue-collar;unknown;no;mon;between 0-1;3;0;Above -45;4.6-5.1;Above 53k;no
14192;17-24;blue-collar;high.school;no;mon;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14193;17-24;admin.;university.degree;no;mon;between 0-1;2;0;Above -45;4.6-5.1;Above 53k;no
14194;17-24;services;high.school;no;mon;between 11-20;4;0;Above -45;4.6-5.1;Above 53k;no
14195;17-24;blue-collar;high.school;no;mon;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14196;35-44;admin.;university.degree;no;mon;between 2 - 5;5;0;Above -45;4.6-5.1;Above 53k;no
14197;35-44;admin.;high.school;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14198;35-44;services;basic.6y;no;mon;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14199;35-44;blue-collar;basic.6y;unknown;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14200;35-44;admin.;high.school;no;mon;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14201;17-24;management;university.degree;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14202;17-24;blue-collar;professional.course;no;mon;between 2 - 5;6;0;Above -45;4.6-5.1;Above 53k;no
14203;35-44;blue-collar;basic.9y;no;mon;between 0-1;3;0;Above -45;4.6-5.1;Above 53k;no
14204;17-24;technician;professional.course;no;mon;between 11-20;3;0;Above -45;4.6-5.1;Above 53k;no
14205;45-54;blue-collar;basic.4y;unknown;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14206;45-54;blue-collar;unknown;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14207;25-34;blue-collar;high.school;no;mon;between 0-1;2;0;Above -45;4.6-5.1;Above 53k;no
14208;45-54;blue-collar;unknown;unknown;mon;between 2 - 5;Above 7;0;Above -45;4.6-5.1;Above 53k;no
14209;35-44;admin.;university.degree;no;mon;between 0-1;Above 7;0;Above -45;4.6-5.1;Above 53k;no
14210;17-24;admin.;university.degree;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14211;35-44;blue-collar;basic.9y;no;mon;between 0-1;3;0;Above -45;4.6-5.1;Above 53k;no
14212;17-24;admin.;university.degree;no;mon;between 6-10;3;0;Above -45;4.6-5.1;Above 53k;no
14213;17-24;blue-collar;basic.9y;no;mon;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14214;17-24;management;basic.9y;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14215;17-24;technician;professional.course;no;mon;between 0-1;2;0;Above -45;4.6-5.1;Above 53k;no
14216;45-54;blue-collar;basic.4y;no;mon;between 6-10;3;0;Above -45;4.6-5.1;Above 53k;no
14217;17-24;admin.;high.school;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14218;17-24;management;university.degree;no;mon;between 6-10;3;0;Above -45;4.6-5.1;Above 53k;no
14219;35-44;blue-collar;high.school;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14220;17-24;blue-collar;basic.9y;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14221;25-34;admin.;basic.9y;no;mon;between 11-20;2;0;Above -45;4.6-5.1;Above 53k;yes
14222;35-44;technician;professional.course;no;mon;between 6-10;3;0;Above -45;4.6-5.1;Above 53k;no
14223;17-24;entrepreneur;university.degree;no;mon;between 11-20;3;0;Above -45;4.6-5.1;Above 53k;yes
14224;45-54;management;basic.9y;unknown;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14225;35-44;admin.;university.degree;no;mon;between 11-20;Above 7;0;Above -45;4.6-5.1;Above 53k;no
14226;55-64;blue-collar;basic.9y;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14227;35-44;services;high.school;no;mon;between 6-10;3;0;Above -45;4.6-5.1;Above 53k;no
14228;17-24;services;basic.9y;no;mon;between 6-10;3;0;Above -45;4.6-5.1;Above 53k;no
14229;35-44;blue-collar;basic.9y;unknown;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14230;17-24;admin.;high.school;unknown;mon;between 0-1;3;0;Above -45;4.6-5.1;Above 53k;no
14231;35-44;admin.;university.degree;no;mon;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14232;17-24;services;basic.6y;no;mon;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14233;17-24;self-employed;university.degree;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14234;35-44;blue-collar;basic.9y;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14235;17-24;technician;professional.course;no;mon;between 6-10;2;0;Above -45;4.6-5.1;Above 53k;no
14236;17-24;student;university.degree;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14237;35-44;blue-collar;basic.9y;no;mon;between 11-20;2;0;Above -45;4.6-5.1;Above 53k;yes
14238;17-24;blue-collar;basic.9y;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14239;17-24;admin.;university.degree;no;mon;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14240;45-54;retired;basic.6y;unknown;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14241;17-24;blue-collar;basic.9y;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14242;17-24;self-employed;university.degree;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14243;17-24;management;university.degree;no;mon;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14244;35-44;entrepreneur;high.school;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14245;45-54;blue-collar;basic.6y;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14246;35-44;services;high.school;no;mon;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14247;17-24;technician;high.school;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14248;45-54;admin.;university.degree;no;mon;between 6-10;3;0;Above -45;4.6-5.1;Above 53k;no
14249;25-34;self-employed;professional.course;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14250;17-24;blue-collar;basic.6y;unknown;mon;between 11-20;3;0;Above -45;4.6-5.1;Above 53k;no
14251;17-24;housemaid;high.school;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14252;45-54;blue-collar;basic.9y;no;mon;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14253;17-24;unemployed;high.school;unknown;mon;between 0-1;3;0;Above -45;4.6-5.1;Above 53k;no
14254;17-24;services;high.school;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14255;25-34;blue-collar;basic.9y;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14256;25-34;blue-collar;basic.9y;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14257;45-54;management;basic.4y;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14258;35-44;admin.;high.school;unknown;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14259;45-54;retired;basic.6y;unknown;mon;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14260;17-24;technician;professional.course;no;mon;between 11-20;3;0;Above -45;4.6-5.1;Above 53k;no
14261;35-44;services;high.school;no;mon;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14262;45-54;management;university.degree;no;mon;between 11-20;2;0;Above -45;4.6-5.1;Above 53k;no
14263;45-54;blue-collar;basic.4y;no;mon;between 11-20;3;0;Above -45;4.6-5.1;Above 53k;yes
14264;35-44;blue-collar;basic.9y;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14265;17-24;admin.;high.school;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14266;45-54;blue-collar;basic.6y;unknown;mon;between 6-10;3;0;Above -45;4.6-5.1;Above 53k;no
14267;35-44;self-employed;university.degree;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14268;35-44;admin.;high.school;no;mon;between 6-10;3;0;Above -45;4.6-5.1;Above 53k;no
14269;17-24;admin.;high.school;no;mon;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14270;45-54;admin.;university.degree;no;mon;between 6-10;3;0;Above -45;4.6-5.1;Above 53k;no
14271;17-24;blue-collar;basic.6y;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14272;35-44;blue-collar;basic.6y;unknown;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14273;17-24;housemaid;high.school;no;mon;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14274;35-44;blue-collar;high.school;no;mon;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14275;45-54;services;high.school;unknown;mon;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14276;45-54;entrepreneur;basic.9y;unknown;mon;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14277;35-44;blue-collar;high.school;no;mon;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14278;17-24;technician;high.school;no;mon;between 6-10;Above 7;0;Above -45;4.6-5.1;Above 53k;no
14279;55-64;retired;university.degree;no;mon;between 11-20;4;0;Above -45;4.6-5.1;Above 53k;yes
14280;17-24;blue-collar;basic.9y;no;mon;between 6-10;3;0;Above -45;4.6-5.1;Above 53k;no
14281;35-44;admin.;high.school;unknown;mon;between 6-10;5;0;Above -45;4.6-5.1;Above 53k;no
14282;45-54;admin.;basic.9y;no;mon;between 2 - 5;5;0;Above -45;4.6-5.1;Above 53k;no
14283;45-54;blue-collar;basic.6y;unknown;mon;between 6-10;3;0;Above -45;4.6-5.1;Above 53k;no
14284;35-44;blue-collar;basic.6y;unknown;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14285;35-44;technician;university.degree;no;mon;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14286;45-54;blue-collar;unknown;no;mon;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14287;45-54;retired;basic.6y;unknown;mon;between 6-10;3;0;Above -45;4.6-5.1;Above 53k;no
14288;17-24;admin.;high.school;no;mon;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14289;35-44;admin.;university.degree;no;mon;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14290;17-24;admin.;university.degree;no;mon;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14291;17-24;self-employed;university.degree;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14292;35-44;technician;professional.course;unknown;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14293;35-44;housemaid;basic.4y;unknown;mon;between 6-10;3;0;Above -45;4.6-5.1;Above 53k;no
14294;45-54;unemployed;high.school;no;mon;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14295;17-24;blue-collar;basic.9y;no;mon;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14296;17-24;admin.;university.degree;no;mon;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14297;17-24;blue-collar;high.school;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14298;45-54;services;high.school;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14299;17-24;blue-collar;basic.9y;no;mon;between 6-10;3;0;Above -45;4.6-5.1;Above 53k;no
14300;45-54;blue-collar;basic.6y;unknown;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14301;45-54;management;university.degree;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14302;17-24;admin.;basic.9y;no;mon;between 6-10;4;0;Above -45;4.6-5.1;Above 53k;no
14303;17-24;services;high.school;no;mon;between 6-10;2;0;Above -45;4.6-5.1;Above 53k;no
14304;17-24;technician;professional.course;no;mon;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14305;17-24;blue-collar;high.school;no;mon;between 11-20;2;0;Above -45;4.6-5.1;Above 53k;no
14306;35-44;admin.;high.school;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14307;45-54;management;university.degree;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14308;45-54;retired;basic.6y;unknown;mon;between 2 - 5;5;0;Above -45;4.6-5.1;Above 53k;no
14309;17-24;blue-collar;basic.9y;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14310;45-54;blue-collar;professional.course;unknown;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14311;17-24;admin.;university.degree;no;mon;between 6-10;3;0;Above -45;4.6-5.1;Above 53k;no
14312;35-44;admin.;university.degree;no;mon;between 21-40;2;0;Above -45;4.6-5.1;Above 53k;yes
14313;35-44;blue-collar;basic.6y;no;mon;between 2 - 5;5;0;Above -45;4.6-5.1;Above 53k;no
14314;35-44;technician;high.school;no;mon;between 6-10;3;0;Above -45;4.6-5.1;Above 53k;no
14315;35-44;blue-collar;basic.9y;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14316;45-54;blue-collar;basic.6y;unknown;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14317;17-24;admin.;basic.9y;unknown;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14318;45-54;retired;basic.6y;unknown;mon;between 6-10;3;0;Above -45;4.6-5.1;Above 53k;no
14319;17-24;technician;high.school;no;mon;between 6-10;3;0;Above -45;4.6-5.1;Above 53k;no
14320;17-24;technician;professional.course;no;mon;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14321;35-44;housemaid;basic.4y;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14322;17-24;blue-collar;professional.course;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14323;17-24;blue-collar;basic.9y;no;mon;between 2 - 5;5;0;Above -45;4.6-5.1;Above 53k;no
14324;17-24;housemaid;high.school;no;mon;between 2 - 5;Above 7;0;Above -45;4.6-5.1;Above 53k;no
14325;45-54;blue-collar;basic.4y;unknown;mon;between 6-10;6;0;Above -45;4.6-5.1;Above 53k;no
14326;25-34;services;high.school;no;mon;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14327;17-24;technician;professional.course;no;mon;between 2 - 5;5;0;Above -45;4.6-5.1;Above 53k;no
14328;35-44;blue-collar;professional.course;no;mon;between 6-10;3;0;Above -45;4.6-5.1;Above 53k;no
14329;17-24;admin.;basic.9y;no;mon;between 6-10;2;0;Above -45;4.6-5.1;Above 53k;no
14330;45-54;blue-collar;basic.4y;unknown;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14331;45-54;blue-collar;unknown;no;mon;between 6-10;Above 7;0;Above -45;4.6-5.1;Above 53k;no
14332;17-24;blue-collar;basic.6y;unknown;mon;between 6-10;5;0;Above -45;4.6-5.1;Above 53k;no
14333;35-44;unemployed;high.school;no;mon;between 6-10;3;0;Above -45;4.6-5.1;Above 53k;no
14334;55-64;management;unknown;no;mon;between 6-10;2;0;Above -45;4.6-5.1;Above 53k;no
14335;35-44;admin.;university.degree;no;mon;between 2 - 5;5;0;Above -45;4.6-5.1;Above 53k;no
14336;45-54;admin.;basic.9y;no;mon;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14337;35-44;admin.;high.school;no;mon;between 2 - 5;6;0;Above -45;4.6-5.1;Above 53k;no
14338;45-54;blue-collar;basic.9y;unknown;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14339;45-54;blue-collar;basic.6y;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14340;17-24;technician;high.school;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14341;35-44;technician;professional.course;no;mon;between 11-20;2;0;Above -45;4.6-5.1;Above 53k;no
14342;17-24;services;high.school;no;mon;between 21-40;2;0;Above -45;4.6-5.1;Above 53k;no
14343;45-54;blue-collar;basic.4y;no;mon;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14344;45-54;services;high.school;unknown;mon;between 2 - 5;6;0;Above -45;4.6-5.1;Above 53k;no
14345;45-54;blue-collar;basic.4y;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14346;35-44;admin.;high.school;unknown;mon;between 21-40;4;0;Above -45;4.6-5.1;Above 53k;yes
14347;17-24;blue-collar;basic.9y;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14348;17-24;admin.;high.school;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14349;17-24;services;high.school;no;mon;between 6-10;Above 7;0;Above -45;4.6-5.1;Above 53k;no
14350;17-24;blue-collar;high.school;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14351;45-54;housemaid;basic.4y;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14352;45-54;blue-collar;unknown;no;mon;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14353;45-54;housemaid;university.degree;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14354;35-44;blue-collar;basic.9y;no;mon;between 6-10;4;0;Above -45;4.6-5.1;Above 53k;no
14355;17-24;blue-collar;basic.9y;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14356;35-44;technician;professional.course;no;mon;between 0-1;4;0;Above -45;4.6-5.1;Above 53k;no
14357;17-24;services;high.school;no;mon;between 11-20;3;0;Above -45;4.6-5.1;Above 53k;yes
14358;17-24;admin.;high.school;no;mon;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14359;17-24;blue-collar;basic.9y;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14360;17-24;management;professional.course;unknown;mon;between 6-10;4;0;Above -45;4.6-5.1;Above 53k;no
14361;45-54;blue-collar;high.school;unknown;mon;between 11-20;3;0;Above -45;4.6-5.1;Above 53k;no
14362;17-24;blue-collar;basic.9y;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14363;25-34;blue-collar;high.school;unknown;mon;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14364;35-44;admin.;high.school;no;mon;between 11-20;3;0;Above -45;4.6-5.1;Above 53k;no
14365;35-44;services;basic.9y;no;mon;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14366;35-44;housemaid;high.school;no;mon;between 6-10;4;0;Above -45;4.6-5.1;Above 53k;no
14367;55-64;blue-collar;basic.4y;no;mon;between 6-10;3;0;Above -45;4.6-5.1;Above 53k;no
14368;17-24;admin.;university.degree;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14369;35-44;management;university.degree;no;mon;between 6-10;4;0;Above -45;4.6-5.1;Above 53k;no
14370;35-44;unemployed;high.school;no;mon;between 11-20;3;0;Above -45;4.6-5.1;Above 53k;no
14371;17-24;admin.;high.school;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14372;17-24;blue-collar;basic.9y;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14373;17-24;technician;professional.course;no;mon;between 6-10;4;0;Above -45;4.6-5.1;Above 53k;no
14374;17-24;admin.;university.degree;no;mon;between 2 - 5;Above 7;0;Above -45;4.6-5.1;Above 53k;no
14375;17-24;student;high.school;no;mon;between 0-1;3;0;Above -45;4.6-5.1;Above 53k;no
14376;35-44;entrepreneur;high.school;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14377;17-24;blue-collar;basic.9y;no;mon;between 6-10;3;0;Above -45;4.6-5.1;Above 53k;no
14378;17-24;entrepreneur;university.degree;no;mon;between 0-1;2;0;Above -45;4.6-5.1;Above 53k;no
14379;35-44;technician;professional.course;no;mon;between 0-1;2;0;Above -45;4.6-5.1;Above 53k;no
14380;35-44;blue-collar;basic.9y;no;mon;between 0-1;3;0;Above -45;4.6-5.1;Above 53k;no
14381;25-34;services;high.school;no;mon;between 11-20;3;0;Above -45;4.6-5.1;Above 53k;no
14382;17-24;admin.;high.school;no;mon;between 2 - 5;5;0;Above -45;4.6-5.1;Above 53k;no
14383;17-24;technician;high.school;no;mon;between 11-20;Above 7;0;Above -45;4.6-5.1;Above 53k;yes
14384;55-64;blue-collar;basic.4y;unknown;mon;between 2 - 5;6;0;Above -45;4.6-5.1;Above 53k;no
14385;17-24;services;high.school;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14386;35-44;admin.;high.school;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14387;17-24;admin.;high.school;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14388;17-24;blue-collar;basic.9y;no;mon;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14389;17-24;technician;university.degree;no;mon;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14390;55-64;blue-collar;basic.4y;no;mon;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14391;17-24;entrepreneur;basic.9y;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14392;17-24;blue-collar;basic.6y;unknown;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14393;45-54;admin.;basic.9y;no;mon;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14394;35-44;admin.;high.school;unknown;mon;between 6-10;3;0;Above -45;4.6-5.1;Above 53k;no
14395;45-54;self-employed;basic.9y;unknown;mon;between 2 - 5;Above 7;0;Above -45;4.6-5.1;Above 53k;no
14396;35-44;blue-collar;basic.4y;unknown;mon;between 6-10;6;0;Above -45;4.6-5.1;Above 53k;no
14397;45-54;admin.;university.degree;no;mon;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14398;45-54;blue-collar;basic.9y;no;mon;between 6-10;4;0;Above -45;4.6-5.1;Above 53k;no
14399;45-54;blue-collar;basic.6y;unknown;mon;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14400;17-24;blue-collar;basic.4y;no;mon;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14401;17-24;admin.;university.degree;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14402;35-44;blue-collar;basic.9y;unknown;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14403;35-44;blue-collar;basic.9y;no;mon;between 2 - 5;Above 7;0;Above -45;4.6-5.1;Above 53k;no
14404;17-24;blue-collar;high.school;no;mon;between 6-10;3;0;Above -45;4.6-5.1;Above 53k;no
14405;55-64;blue-collar;basic.4y;unknown;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14406;17-24;management;university.degree;no;mon;between 6-10;3;0;Above -45;4.6-5.1;Above 53k;no
14407;35-44;admin.;university.degree;no;mon;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14408;17-24;blue-collar;basic.9y;no;mon;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14409;17-24;technician;professional.course;no;mon;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14410;17-24;admin.;university.degree;no;mon;between 6-10;2;0;Above -45;4.6-5.1;Above 53k;no
14411;45-54;management;university.degree;no;mon;between 11-20;2;0;Above -45;4.6-5.1;Above 53k;yes
14412;35-44;blue-collar;basic.9y;no;tue;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14413;17-24;blue-collar;basic.4y;unknown;tue;between 6-10;3;0;Above -45;4.6-5.1;Above 53k;no
14414;45-54;blue-collar;basic.4y;unknown;tue;between 0-1;3;0;Above -45;4.6-5.1;Above 53k;no
14415;35-44;blue-collar;high.school;no;tue;between 0-1;Above 7;0;Above -45;4.6-5.1;Above 53k;no
14416;35-44;technician;professional.course;no;tue;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14417;55-64;blue-collar;basic.9y;unknown;tue;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14418;35-44;services;basic.6y;no;tue;between 6-10;3;0;Above -45;4.6-5.1;Above 53k;no
14419;17-24;blue-collar;basic.9y;unknown;tue;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14420;17-24;blue-collar;basic.9y;unknown;tue;between 11-20;3;0;Above -45;4.6-5.1;Above 53k;no
14421;45-54;blue-collar;basic.9y;no;tue;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14422;55-64;blue-collar;basic.4y;unknown;tue;between 6-10;2;0;Above -45;4.6-5.1;Above 53k;no
14423;17-24;admin.;university.degree;no;tue;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14424;17-24;blue-collar;basic.4y;unknown;tue;between 6-10;3;0;Above -45;4.6-5.1;Above 53k;no
14425;35-44;services;basic.9y;no;tue;between 11-20;3;0;Above -45;4.6-5.1;Above 53k;yes
14426;35-44;blue-collar;basic.9y;unknown;tue;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14427;45-54;blue-collar;basic.4y;unknown;tue;between 0-1;3;0;Above -45;4.6-5.1;Above 53k;no
14428;45-54;blue-collar;basic.9y;no;tue;between 0-1;3;0;Above -45;4.6-5.1;Above 53k;no
14429;35-44;retired;basic.6y;unknown;tue;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14430;45-54;technician;university.degree;no;tue;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14431;17-24;management;university.degree;no;tue;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14432;17-24;blue-collar;basic.6y;no;tue;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14433;45-54;blue-collar;basic.4y;unknown;tue;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14434;55-64;blue-collar;basic.9y;no;tue;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14435;17-24;admin.;university.degree;no;tue;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14436;17-24;blue-collar;basic.9y;no;tue;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14437;17-24;admin.;university.degree;no;tue;between 2 - 5;2;0;Above -45;4.6-5.1;Above 53k;no
14438;35-44;admin.;high.school;unknown;tue;between 2 - 5;4;0;Above -45;4.6-5.1;Above 53k;no
14439;45-54;technician;university.degree;no;tue;between 2 - 5;3;0;Above -45;4.6-5.1;Above 53k;no
14440;35-44;admin.;high.school;no;tue;between 11-20;2;0;Above -45;4.6-5.1;Above 53k;no
